month,region,power_kwh_industry,power_kwh_total,prod_index,temp_avg,precipitation,export_amount,util_rate_x,util_rate_y
2019-10-01,대전,"262,652,411 ","728,258,793 ",120.796,16.2,106.1,3332353,74.2,74.2
2019-10-01,부산,"720,236,456 ","1,676,462,829 ",113.201,18.6,139.9,11557850,74.2,74.2
2019-10-01,서울,"402,760,120 ","3,568,256,750 ",130.864,16.4,55.5,47977915,74.2,74.2
2019-10-01,울산,"2,461,896,851 ","2,780,512,932 ",111.336,17.3,222.2,58182561,74.2,74.2
2019-10-01,인천,"982,973,551 ","1,821,468,973 ",103.854,16.8,31.9,31297246,74.2,74.2
2019-10-01,전남,"1,808,749,820 ","2,617,392,553 ",104.061,17.0,207.0,27202181,74.2,74.2
2019-10-01,전북,"1,139,837,523 ","1,792,961,146 ",111.981,15.4,112.8,5478908,74.2,74.2
2019-10-01,제주,"51,711,637 ","402,849,357 ",120.285,19.6,175.1,115573,74.2,74.2
2019-10-01,충남,"3,337,792,166 ","4,141,846,190 ",104.296,15.2,86.3,66638127,74.2,74.2
2019-10-01,충북,"1,541,933,409 ","2,110,201,041 ",110.587,14.4,98.0,18333584,74.2,74.2
2019-11-01,강원,"572,513,906 ","1,345,986,048 ",108.266,5.2,62.1,1907906,72.7,72.7
2019-11-01,경기,"5,448,569,175 ","9,728,880,085 ",104.158,7.1,84.5,107078078,72.7,72.7
2019-11-01,경남,"1,580,462,003 ","2,728,515,905 ",107.372,10.5,23.5,36250128,72.7,72.7
2019-11-01,경북,"2,400,631,804 ","3,463,558,122 ",108.878,8.4,49.8,34480383,72.7,72.7
2019-11-01,광주,"244,295,015 ","663,133,327 ",101.094,10.8,22.8,12360341,72.7,72.7
2019-11-01,대구,"522,808,590 ","1,181,451,745 ",111.745,9.8,15.3,6833664,72.7,72.7
2019-11-01,대전,"256,482,889 ","722,432,914 ",108.557,8.7,94.0,3676709,72.7,72.7
2019-11-01,부산,"705,372,687 ","1,633,512,252 ",112.85,13.0,13.8,12688508,72.7,72.7
2019-11-01,서울,"399,466,076 ","3,481,096,955 ",116.667,7.6,78.8,52569473,72.7,72.7
2019-11-01,울산,"2,401,079,063 ","2,716,823,822 ",109.428,11.3,31.0,63469552,72.7,72.7
2019-11-01,인천,"1,066,652,625 ","1,921,930,972 ",105.106,8.2,89.4,34519324,72.7,72.7
2019-11-01,전남,"1,587,936,761 ","2,498,812,492 ",103.553,10.8,20.2,30064337,72.7,72.7
2019-11-01,전북,"1,085,898,159 ","1,821,636,152 ",108.066,8.5,54.3,6010561,72.7,72.7
2019-11-01,제주,"52,290,089 ","403,995,970 ",116.208,14.7,27.8,131799,72.7,72.7
2019-11-01,충남,"3,348,314,719 ","4,338,289,583 ",100.859,7.9,105.2,73245993,72.7,72.7
2019-11-01,충북,"1,516,603,418 ","2,170,273,137 ",106.495,6.8,78.4,20110939,72.7,72.7
2019-12-01,강원,"584,331,192 ","1,507,365,608 ",108.669,-0.5,11.5,2087876,74.4,74.4
2019-12-01,경기,"5,804,506,089 ","10,799,219,987 ",106.093,1.1,23.8,116686150,74.4,74.4
2019-12-01,경남,"1,652,689,049 ","3,011,919,762 ",111.415,4.3,37.1,39352512,74.4,74.4
2019-12-01,경북,"2,489,664,198 ","3,666,854,719 ",102.466,2.4,21.0,37711685,74.4,74.4
2019-12-01,광주,"242,151,523 ","711,251,294 ",91.575,4.8,31.6,13414657,74.4,74.4
2019-12-01,대구,"547,735,395 ","1,291,843,846 ",113.831,3.5,27.5,7490505,74.4,74.4
2019-12-01,대전,"266,892,935 ","800,641,841 ",106.866,2.6,27.0,4047925,74.4,74.4
2019-12-01,부산,"720,155,704 ","1,743,462,416 ",117.407,7.0,50.3,13924316,74.4,74.4
2019-12-01,서울,"429,054,446 ","3,952,595,942 ",120.37,1.4,22.6,57379003,74.4,74.4
2019-12-01,울산,"2,534,008,866 ","2,878,562,943 ",116.947,5.4,40.8,69530068,74.4,74.4
2019-12-01,인천,"1,126,520,611 ","2,111,170,358 ",105.684,2.0,25.0,38017977,74.4,74.4
2019-12-01,전남,"1,767,478,299 ","2,723,427,085 ",107.817,4.8,34.2,32587309,74.4,74.4
2019-12-01,전북,"1,087,887,255 ","1,929,592,209 ",103.796,2.8,33.2,6537431,74.4,74.4
2019-12-01,제주,"50,447,448 ","439,357,044 ",88.685,9.8,80.2,149041,74.4,74.4
2019-12-01,충남,"3,431,714,263 ","4,500,697,251 ",108.505,2.1,29.7,79950900,74.4,74.4
2019-12-01,충북,"1,581,132,470 ","2,355,704,900 ",107.473,0.5,24.3,22080099,74.4,74.4
2020-01-01,강원,"527,777,697 ","1,547,410,484 ",97.3,-0.6,74.9,142142,73.4,73.4
2020-01-01,경기,"5,835,731,295 ","11,278,340,457 ",88.1,1.3,61.7,8602265,73.4,73.4
2020-01-01,경남,"1,606,481,771 ","3,168,931,674 ",99.3,4.2,116.5,4407238,73.4,73.4
2020-01-01,경북,"2,436,016,257 ","3,729,462,057 ",96.0,2.8,82.3,2757585,73.4,73.4
2020-01-01,광주,"242,265,471 ","756,531,697 ",91.1,4.6,74.9,1049003,73.4,73.4
2020-01-01,대구,"545,783,132 ","1,361,826,515 ",98.3,3.8,70.4,566354,73.4,73.4
2020-01-01,대전,"267,330,745 ","853,129,014 ",98.9,2.7,78.5,461000,73.4,73.4
2020-01-01,부산,"719,582,496 ","1,832,429,697 ",99.1,6.4,127.7,962383,73.4,73.4
2020-01-01,서울,"443,088,628 ","4,197,026,234 ",104.6,1.6,60.5,4288846,73.4,73.4
2020-01-01,울산,"2,538,733,145 ","2,913,837,054 ",100.6,5.2,178.7,5546168,73.4,73.4
2020-01-01,인천,"1,062,624,251 ","2,108,033,392 ",93.3,1.8,48.6,3085773,73.4,73.4
2020-01-01,전남,"1,713,786,181 ","2,773,472,390 ",104.4,4.6,82.7,2629495,73.4,73.4
2020-01-01,전북,"1,107,130,834 ","2,022,692,273 ",102.0,2.5,77.4,487504,73.4,73.4
2020-01-01,제주,"51,080,260 ","491,119,564 ",69.6,8.7,99.3,10840,73.4,73.4
2020-01-01,충남,"3,370,282,331 ","4,571,805,079 ",91.7,2.1,65.7,6244422,73.4,73.4
2020-01-01,충북,"1,531,946,386 ","2,401,135,455 ",88.4,1.0,66.6,1759734,73.4,73.4
2020-02-01,강원,"518,979,686 ","1,501,654,887 ",91.2,0.5,50.1,296044,69.6,69.6
2020-02-01,경기,"5,612,989,701 ","10,853,825,589 ",89.5,2.2,52.5,17006870,69.6,69.6
2020-02-01,경남,"1,605,261,294 ","3,125,833,453 ",98.1,5.3,62.2,7283823,69.6,69.6
2020-02-01,경북,"2,278,380,002 ","3,532,809,771 ",93.5,3.6,57.0,5684583,69.6,69.6
2020-02-01,광주,"239,037,470 ","740,068,227 ",86.9,5.3,47.8,2023041,69.6,69.6
2020-02-01,대구,"524,489,307 ","1,314,567,589 ",101.5,4.9,40.2,1151178,69.6,69.6
2020-02-01,대전,"262,679,205 ","830,839,189 ",88.2,3.6,91.2,832889,69.6,69.6
2020-02-01,부산,"691,135,077 ","1,782,217,246 ",101.6,7.1,94.9,1956620,69.6,69.6
2020-02-01,서울,"425,951,158 ","4,037,392,215 ",86.2,2.5,53.1,9033777,69.6,69.6
2020-02-01,울산,"2,337,968,078 ","2,707,434,952 ",83.9,6.0,53.6,10280923,69.6,69.6
2020-02-01,인천,"1,052,733,653 ","2,062,333,900 ",94.3,2.5,49.7,6313214,69.6,69.6
2020-02-01,전남,"1,553,247,572 ","2,619,058,087 ",98.4,5.1,42.9,4904407,69.6,69.6
2020-02-01,전북,"1,001,199,371 ","1,903,233,798 ",96.1,3.2,61.5,952556,69.6,69.6
2020-02-01,제주,"51,085,245 ","492,244,672 ",84.3,9.0,66.4,25518,69.6,69.6
2020-02-01,충남,"3,202,314,885 ","4,377,239,652 ",85.6,2.8,79.7,12452888,69.6,69.6
2020-02-01,충북,"1,473,410,998 ","2,304,327,813 ",90.8,2.0,66.2,3604864,69.6,69.6
2020-03-01,강원,"559,362,070 ","1,400,868,749 ",110.7,5.8,20.9,468443,73.2,73.2
2020-03-01,경기,"5,728,331,548 ","10,401,852,020 ",101.8,7.2,14.9,26966251,73.2,73.2
2020-03-01,경남,"1,649,625,260 ","2,954,776,329 ",111.8,9.3,46.1,10215963,73.2,73.2
2020-03-01,경북,"2,374,993,704 ","3,452,736,751 ",113.4,8.1,20.2,9022036,73.2,73.2
2020-03-01,광주,"246,813,617 ","696,886,117 ",105.5,9.0,43.5,3329523,73.2,73.2
2020-03-01,대구,"528,597,753 ","1,200,564,886 ",107.3,9.5,24.5,1757873,73.2,73.2
2020-03-01,대전,"262,729,818 ","771,329,377 ",104.7,8.5,24.4,1239293,73.2,73.2
2020-03-01,부산,"705,078,344 ","1,670,110,561 ",113.9,10.4,58.8,3061858,73.2,73.2
2020-03-01,서울,"402,633,844 ","3,657,444,327 ",95.8,7.7,16.3,13755040,73.2,73.2
2020-03-01,울산,"2,528,805,271 ","2,856,121,992 ",111.8,9.6,41.6,15676957,73.2,73.2
2020-03-01,인천,"1,092,075,772 ","1,997,984,308 ",108.3,7.1,10.7,10157703,73.2,73.2
2020-03-01,전남,"1,629,038,440 ","2,603,918,574 ",104.9,8.5,41.7,7350923,73.2,73.2
2020-03-01,전북,"949,501,952 ","1,740,082,919 ",107.9,7.2,32.9,1489130,73.2,73.2
2020-03-01,제주,"51,761,711 ","451,371,001 ",104.1,11.3,96.4,38446,73.2,73.2
2020-03-01,충남,"3,386,905,335 ","4,415,486,029 ",102.9,7.2,22.0,19520230,73.2,73.2
2020-03-01,충북,"1,565,871,579 ","2,291,112,774 ",102.2,7.0,20.5,5812807,73.2,73.2
2020-04-01,강원,"574,929,223 ","1,346,006,148 ",102.6,9.1,27.2,621833,69.9,69.9
2020-04-01,경기,"5,432,052,460 ","9,788,490,857 ",92.8,10.6,17.1,35979638,69.9,69.9
2020-04-01,경남,"1,532,633,565 ","2,735,447,531 ",99.8,11.9,67.5,12385003,69.9,69.9
2020-04-01,경북,"2,272,952,604 ","3,287,426,674 ",98.3,11.2,35.2,11717579,69.9,69.9
2020-04-01,광주,"226,996,926 ","660,659,042 ",88.9,11.5,55.3,4236767,69.9,69.9
2020-04-01,대구,"490,984,207 ","1,137,812,255 ",94.8,12.6,32.4,2160828,69.9,69.9
2020-04-01,대전,"240,915,228 ","720,330,231 ",94.3,11.5,17.8,1558418,69.9,69.9
2020-04-01,부산,"671,163,389 ","1,607,069,494 ",98.1,12.6,83.5,3969932,69.9,69.9
2020-04-01,서울,"383,110,610 ","3,410,966,852 ",97.8,11.1,16.9,17219261,69.9,69.9
2020-04-01,울산,"2,385,187,785 ","2,702,237,672 ",97.6,12.3,73.2,19820463,69.9,69.9
2020-04-01,인천,"1,038,528,428 ","1,884,823,355 ",96.9,10.4,13.8,13090417,69.9,69.9
2020-04-01,전남,"1,642,472,675 ","2,587,625,613 ",94.0,11.0,69.1,8844657,69.9,69.9
2020-04-01,전북,"898,986,492 ","1,642,399,202 ",99.8,9.8,34.5,1968228,69.9,69.9
2020-04-01,제주,"51,758,340 ","445,260,929 ",101.5,13.0,70.9,49199,69.9,69.9
2020-04-01,충남,"3,136,462,592 ","4,072,518,761 ",91.1,10.2,20.6,24782677,69.9,69.9
2020-04-01,충북,"1,497,073,106 ","2,155,659,213 ",98.1,10.2,29.2,7635090,69.9,69.9
2020-05-01,강원,"538,860,351 ","1,225,448,751 ",93.3,16.6,118.4,750196,63.5,63.5
2020-05-01,경기,"5,232,560,986 ","9,306,590,377 ",95.6,17.3,109.0,44519307,63.5,63.5
2020-05-01,경남,"1,364,169,333 ","2,446,864,836 ",89.0,18.1,94.4,14950440,63.5,63.5
2020-05-01,경북,"2,111,558,099 ","3,054,552,489 ",89.1,17.8,75.2,14131175,63.5,63.5
2020-05-01,광주,"204,748,067 ","610,865,447 ",80.0,18.8,96.8,4983096,63.5,63.5
2020-05-01,대구,"418,009,049 ","1,044,272,181 ",82.1,19.4,38.1,2509401,63.5,63.5
2020-05-01,대전,"231,747,990 ","685,456,898 ",90.4,18.8,80.4,1892531,63.5,63.5
2020-05-01,부산,"619,863,162 ","1,510,099,368 ",88.9,17.9,96.2,4711773,63.5,63.5
2020-05-01,서울,"367,591,520 ","3,295,839,162 ",93.5,18.0,112.4,20214572,63.5,63.5
2020-05-01,울산,"2,385,103,406 ","2,684,998,520 ",87.5,18.1,51.5,23207880,63.5,63.5
2020-05-01,인천,"1,001,868,751 ","1,801,112,782 ",92.5,16.7,101.2,15760670,63.5,63.5
2020-05-01,전남,"1,618,633,491 ","2,435,207,267 ",93.8,17.6,161.2,10681072,63.5,63.5
2020-05-01,전북,"879,133,324 ","1,547,438,554 ",93.1,17.6,86.9,2338402,63.5,63.5
2020-05-01,제주,"50,803,920 ","408,575,275 ",94.9,18.3,150.3,58928,63.5,63.5
2020-05-01,충남,"3,079,489,115 ","3,920,033,501 ",86.7,17.6,91.6,30520763,63.5,63.5
2020-05-01,충북,"1,491,574,399 ","2,075,063,119 ",99.5,17.6,91.9,9580266,63.5,63.5
2020-06-01,강원,"534,228,240 ","1,209,426,428 ",96.6,22.6,87.3,914468,68.2,68.2
2020-06-01,경기,"5,528,773,304 ","9,860,838,465 ",103.1,22.8,113.9,53904551,68.2,68.2
2020-06-01,경남,"1,461,523,720 ","2,569,712,259 ",98.2,22.8,267.2,17924215,68.2,68.2
2020-06-01,경북,"2,039,760,818 ","3,033,495,161 ",93.5,22.8,148.4,16846994,68.2,68.2
2020-06-01,광주,"245,159,008 ","685,305,904 ",100.9,23.6,199.9,6052582,68.2,68.2
2020-06-01,대구,"451,560,254 ","1,149,698,540 ",90.5,24.5,185.3,2941648,68.2,68.2
2020-06-01,대전,"260,872,107 ","756,235,997 ",104.3,24.1,192.5,2282363,68.2,68.2
2020-06-01,부산,"654,257,817 ","1,615,016,259 ",101.9,22.4,321.1,5517037,68.2,68.2
2020-06-01,서울,"399,019,409 ","3,730,294,245 ",97.6,23.9,139.6,24015496,68.2,68.2
2020-06-01,울산,"2,191,343,911 ","2,510,483,603 ",94.5,22.7,218.6,26980874,68.2,68.2
2020-06-01,인천,"1,019,159,757 ","1,873,174,769 ",98.0,21.8,100.2,18561405,68.2,68.2
2020-06-01,전남,"1,533,036,930 ","2,361,475,268 ",95.8,22.4,292.3,12845677,68.2,68.2
2020-06-01,전북,"847,588,043 ","1,533,556,327 ",95.6,22.5,179.1,2744528,68.2,68.2
2020-06-01,제주,"53,744,166 ","408,215,445 ",110.2,22.0,311.2,69156,68.2,68.2
2020-06-01,충남,"3,196,077,695 ","4,049,675,837 ",95.3,22.7,170.1,36882511,68.2,68.2
2020-06-01,충북,"1,525,976,859 ","2,113,611,435 ",97.2,23.0,138.1,11442052,68.2,68.2
2020-07-01,강원,"533,769,965 ","1,218,509,044 ",99.0,22.2,213.9,1085459,70.1,70.1
2020-07-01,경기,"5,813,408,299 ","10,406,068,293 ",99.8,23.4,297.1,63937874,70.1,70.1
2020-07-01,경남,"1,542,194,888 ","2,698,202,689 ",100.4,22.5,600.1,20941713,70.1,70.1
2020-07-01,경북,"2,254,113,416 ","3,257,075,732 ",98.1,22.0,412.7,20003044,70.1,70.1
2020-07-01,광주,"263,166,141 ","723,737,539 ",119.5,23.4,533.3,7372021,70.1,70.1
2020-07-01,대구,"487,610,957 ","1,221,759,191 ",100.9,23.2,330.5,3479814,70.1,70.1
2020-07-01,대전,"275,474,543 ","799,434,942 ",105.4,23.6,544.9,2747234,70.1,70.1
2020-07-01,부산,"687,295,397 ","1,701,537,886 ",105.9,22.1,796.8,6471973,70.1,70.1
2020-07-01,서울,"425,398,146 ","4,074,025,619 ",90.6,24.1,270.4,28588381,70.1,70.1
2020-07-01,울산,"2,385,634,239 ","2,720,164,019 ",104.3,22.1,498.3,31590752,70.1,70.1
2020-07-01,인천,"1,043,694,002 ","1,962,281,622 ",101.3,23.2,243.5,21494416,70.1,70.1
2020-07-01,전남,"1,672,625,576 ","2,525,928,427 ",103.0,22.8,391.7,15309196,70.1,70.1
2020-07-01,전북,"869,631,924 ","1,567,216,339 ",99.0,22.8,533.5,3225949,70.1,70.1
2020-07-01,제주,"55,182,007 ","424,457,378 ",109.1,23.6,283.2,76788,70.1,70.1
2020-07-01,충남,"3,382,974,760 ","4,245,607,471 ",97.8,23.1,449.5,42820292,70.1,70.1
2020-07-01,충북,"1,606,644,945 ","2,213,059,086 ",100.7,22.7,411.3,13449055,70.1,70.1
2020-08-01,강원,"500,722,361 ","1,263,509,154 ",88.0,25.0,670.2,1240130,70.3,70.3
2020-08-01,경기,"5,858,434,622 ","10,976,452,490 ",94.8,26.0,590.3,73070025,70.3,70.3
2020-08-01,경남,"1,464,345,635 ","2,840,866,499 ",85.3,27.1,347.8,22945889,70.3,70.3
2020-08-01,경북,"2,287,157,667 ","3,444,455,678 ",95.2,26.5,297.4,22751638,70.3,70.3
2020-08-01,광주,"255,513,960 ","785,929,551 ",96.8,27.6,738.1,8530908,70.3,70.3
2020-08-01,대구,"476,997,372 ","1,318,926,440 ",83.7,28.6,322.7,3918298,70.3,70.3
2020-08-01,대전,"273,786,744 ","851,834,056 ",95.6,27.5,361.6,3154733,70.3,70.3
2020-08-01,부산,"679,953,527 ","1,883,785,621 ",87.1,27.2,399.2,7280801,70.3,70.3
2020-08-01,서울,"444,161,097 ","4,438,533,786 ",93.8,26.5,675.7,32847127,70.3,70.3
2020-08-01,울산,"2,482,101,379 ","2,871,452,846 ",89.7,27.6,137.1,35522095,70.3,70.3
2020-08-01,인천,"1,033,113,902 ","2,075,730,673 ",92.8,25.9,486.4,24272004,70.3,70.3
2020-08-01,전남,"1,674,240,537 ","2,689,689,912 ",101.1,27.3,273.7,17843792,70.3,70.3
2020-08-01,전북,"848,711,164 ","1,658,484,173 ",88.9,26.7,550.8,3646648,70.3,70.3
2020-08-01,제주,"57,038,486 ","511,679,405 ",94.3,28.1,171.4,87541,70.3,70.3
2020-08-01,충남,"3,425,612,651 ","4,411,688,124 ",95.9,26.6,384.3,49404120,70.3,70.3
2020-08-01,충북,"1,577,694,363 ","2,256,293,583 ",93.8,25.9,499.7,15437886,70.3,70.3
2020-09-01,강원,"550,068,712 ","1,313,720,713 ",103.2,18.4,225.5,1430879,73.7,73.7
2020-09-01,경기,"5,830,713,009 ","10,912,339,510 ",108.7,20.6,176.6,84058529,73.7,73.7
2020-09-01,경남,"1,600,784,258 ","2,971,650,536 ",103.3,20.8,253.3,25754171,73.7,73.7
2020-09-01,경북,"2,357,528,894 ","3,553,152,078 ",103.9,19.7,165.9,26090784,73.7,73.7
2020-09-01,광주,"266,309,128 ","810,365,666 ",110.6,21.3,178.3,9951938,73.7,73.7
2020-09-01,대구,"524,924,074 ","1,398,370,132 ",103.7,21.2,161.0,4490052,73.7,73.7
2020-09-01,대전,"272,898,907 ","873,979,341 ",102.4,21.2,173.6,3652084,73.7,73.7
2020-09-01,부산,"739,565,840 ","1,944,266,577 ",99.4,21.9,230.5,8291741,73.7,73.7
2020-09-01,서울,"437,418,229 ","4,284,345,953 ",111.3,21.4,181.5,38028787,73.7,73.7
2020-09-01,울산,"2,439,862,236 ","2,851,862,670 ",103.8,21.1,243.0,41007879,73.7,73.7
2020-09-01,인천,"1,091,764,491 ","2,112,103,170 ",107.7,21.3,167.7,27753632,73.7,73.7
2020-09-01,전남,"1,765,403,380 ","2,789,449,409 ",104.8,21.4,229.3,20000659,73.7,73.7
2020-09-01,전북,"969,724,869 ","1,803,285,044 ",105.9,20.1,197.8,4221217,73.7,73.7
2020-09-01,제주,"56,435,650 ","481,908,677 ",99.6,22.5,356.9,100767,73.7,73.7
2020-09-01,충남,"3,337,858,991 ","4,363,186,846 ",109.7,20.4,192.0,57097128,73.7,73.7
2020-09-01,충북,"1,600,656,751 ","2,307,863,365 ",112.1,19.3,166.0,17736508,73.7,73.7
2020-10-01,강원,"573,474,644 ","1,236,878,131 ",105.2,10.9,3.3,1605563,73.6,73.6
2020-10-01,경기,"5,461,941,533 ","9,507,671,042 ",103.4,13.5,6.5,94096304,73.6,73.6
2020-10-01,경남,"1,517,750,626 ","2,570,213,797 ",100.1,15.2,21.9,28826120,73.6,73.6
2020-10-01,경북,"2,315,014,823 ","3,250,938,142 ",103.2,13.6,4.4,29713857,73.6,73.6
2020-10-01,광주,"240,763,448 ","644,708,555 ",112.0,15.7,12.1,11278210,73.6,73.6
2020-10-01,대구,"470,336,436 ","1,102,514,370 ",102.7,15.4,13.1,5062776,73.6,73.6
2020-10-01,대전,"251,843,816 ","729,617,900 ",103.6,14.2,3.2,4120599,73.6,73.6
2020-10-01,부산,"656,080,784 ","1,555,323,282 ",95.5,17.3,26.4,9171051,73.6,73.6
2020-10-01,서울,"370,360,253 ","3,313,411,862 ",105.4,14.3,0.0,42848256,73.6,73.6
2020-10-01,울산,"2,468,963,903 ","2,770,769,570 ",104.7,15.9,18.9,45737668,73.6,73.6
2020-10-01,인천,"980,486,760 ","1,783,811,406 ",102.7,14.8,1.9,30793992,73.6,73.6
2020-10-01,전남,"1,698,793,507 ","2,512,668,747 ",101.4,15.6,22.1,22199944,73.6,73.6
2020-10-01,전북,"949,909,029 ","1,594,954,165 ",102.4,13.6,7.0,4728990,73.6,73.6
2020-10-01,제주,"52,862,297 ","390,770,322 ",104.5,18.2,40.5,112867,73.6,73.6
2020-10-01,충남,"2,920,254,120 ","3,720,146,951 ",109.8,13.3,9.9,64195220,73.6,73.6
2020-10-01,충북,"1,529,837,477 ","2,090,628,200 ",97.5,12.1,7.4,19882502,73.6,73.6
2020-11-01,강원,"568,433,394 ","1,360,652,209 ",107.9,5.5,52.2,1818339,73.7,73.7
2020-11-01,경기,"5,676,907,398 ","10,142,580,200 ",107.5,7.5,66.9,104207985,73.7,73.7
2020-11-01,경남,"1,662,729,111 ","2,847,815,284 ",102.9,10.1,42.1,31487191,73.7,73.7
2020-11-01,경북,"2,356,924,886 ","3,428,106,171 ",104.1,8.4,32.4,33335033,73.7,73.7
2020-11-01,광주,"255,889,219 ","681,435,087 ",108.6,10.5,28.3,12544252,73.7,73.7
2020-11-01,대구,"521,617,938 ","1,190,723,038 ",104.3,9.7,23.9,5634330,73.7,73.7
2020-11-01,대전,"260,486,688 ","713,731,150 ",107.2,8.6,41.8,4548338,73.7,73.7
2020-11-01,부산,"695,186,852 ","1,623,880,430 ",102.5,12.4,36.3,10207737,73.7,73.7
2020-11-01,서울,"382,088,043 ","3,450,679,424 ",109.8,8.0,120.1,47905848,73.7,73.7
2020-11-01,울산,"2,397,766,660 ","2,713,149,869 ",111.5,11.0,37.7,50786159,73.7,73.7
2020-11-01,인천,"1,022,804,094 ","1,885,452,280 ",100.3,8.3,81.6,34017871,73.7,73.7
2020-11-01,전남,"1,473,720,009 ","2,416,994,390 ",96.2,10.8,13.9,24438440,73.7,73.7
2020-11-01,전북,"940,336,713 ","1,695,469,915 ",103.6,8.4,57.5,5257639,73.7,73.7
2020-11-01,제주,"55,781,434 ","411,424,337 ",112.5,14.2,18.6,132193,73.7,73.7
2020-11-01,충남,"3,010,090,243 ","4,008,747,211 ",116.5,7.9,46.5,71517501,73.7,73.7
2020-11-01,충북,"1,584,034,827 ","2,259,109,943 ",109.1,6.9,31.9,22149991,73.7,73.7
2020-12-01,강원,"574,796,537 ","1,495,982,143 ",105.1,-3.2,4.2,2023271,74.0,74.0
2020-12-01,경기,"6,144,981,119 ","11,253,913,659 ",114.9,-0.8,5.5,115156583,74.0,74.0
2020-12-01,경남,"1,757,166,749 ","3,139,659,359 ",111.7,2.3,8.0,35893319,74.0,74.0
2020-12-01,경북,"2,469,098,784 ","3,657,106,734 ",111.6,0.3,2.2,37095530,74.0,74.0
2020-12-01,광주,"262,092,813 ","734,615,424 ",98.1,2.7,18.7,13771792,74.0,74.0
2020-12-01,대구,"556,943,824 ","1,317,533,323 ",112.3,1.6,2.8,6264700,74.0,74.0
2020-12-01,대전,"273,280,571 ","819,296,428 ",105.1,0.5,4.1,5018185,74.0,74.0
2020-12-01,부산,"751,671,947 ","1,778,232,723 ",106.0,4.3,10.2,11319928,74.0,74.0
2020-12-01,서울,"418,102,286 ","3,897,966,344 ",113.3,-0.3,4.6,53331604,74.0,74.0
2020-12-01,울산,"2,510,729,282 ","2,855,219,737 ",110.2,3.4,5.7,56090726,74.0,74.0
2020-12-01,인천,"1,111,129,010 ","2,091,740,940 ",112.0,0.2,6.6,37700815,74.0,74.0
2020-12-01,전남,"1,672,582,980 ","2,658,486,551 ",102.2,2.9,15.1,27092267,74.0,74.0
2020-12-01,전북,"974,615,262 ","1,830,098,865 ",105.5,0.6,18.4,5841727,74.0,74.0
2020-12-01,제주,"56,268,898 ","456,260,630 ",115.6,7.6,41.1,154962,74.0,74.0
2020-12-01,충남,"3,177,455,737 ","4,266,596,898 ",116.8,0.1,6.8,79571959,74.0,74.0
2020-12-01,충북,"1,651,883,787 ","2,434,030,494 ",110.6,-1.8,7.0,24870280,74.0,74.0
2021-01-01,강원,"533,361,061 ","1,629,811,518 ",92.2,-5.0,11.4,189482,73.6,73.6
2021-01-01,경기,"6,398,473,417 ","12,319,589,176 ",102.5,-2.8,19.6,10246981,73.6,73.6
2021-01-01,경남,"1,788,760,776 ","3,449,241,412 ",99.1,1.4,18.6,4590539,73.6,73.6
2021-01-01,경북,"2,590,808,264 ","3,970,172,121 ",108.3,-1.1,11.6,3433233,73.6,73.6
2021-01-01,광주,"267,717,054 ","811,864,417 ",100.3,1.4,33.0,1250178,73.6,73.6
2021-01-01,대구,"573,679,294 ","1,443,837,949 ",104.7,0.5,11.9,600723,73.6,73.6
2021-01-01,대전,"282,391,468 ","912,803,676 ",93.8,-1.0,23.6,399927,73.6,73.6
2021-01-01,부산,"703,997,152 ","1,862,279,541 ",94.5,3.3,25.8,953726,73.6,73.6
2021-01-01,서울,"448,731,955 ","4,400,410,295 ",100.6,-2.4,18.9,5226558,73.6,73.6
2021-01-01,울산,"2,553,522,436 ","2,943,785,014 ",107.5,2.1,20.6,4936480,73.6,73.6
2021-01-01,인천,"1,142,637,275 ","2,258,624,004 ",123.3,-2.0,20.8,3255848,73.6,73.6
2021-01-01,전남,"1,695,150,791 ","2,844,658,203 ",104.9,1.8,31.1,2860193,73.6,73.6
2021-01-01,전북,"1,009,741,345 ","1,997,136,384 ",101.2,-0.8,34.8,557082,73.6,73.6
2021-01-01,제주,"55,064,868 ","518,257,588 ",86.0,6.7,84.2,13726,73.6,73.6
2021-01-01,충남,"3,122,632,412 ","4,434,196,207 ",113.4,-1.6,25.7,7050946,73.6,73.6
2021-01-01,충북,"1,653,737,884 ","2,596,409,187 ",107.5,-3.0,16.5,2316501,73.6,73.6
2021-02-01,강원,"506,406,239 ","1,539,605,390 ",87.4,0.7,4.5,395379,75.7,75.7
2021-02-01,경기,"5,870,630,052 ","11,464,174,351 ",97.8,2.1,8.8,19806042,75.7,75.7
2021-02-01,경남,"1,581,240,895 ","3,131,331,014 ",87.5,5.4,39.8,7133700,75.7,75.7
2021-02-01,경북,"2,338,234,552 ","3,637,485,427 ",94.3,3.5,12.3,6658832,75.7,75.7
2021-02-01,광주,"254,822,173 ","767,227,407 ",97.6,5.1,31.1,2550147,75.7,75.7
2021-02-01,대구,"527,516,775 ","1,342,988,375 ",96.9,4.8,19.2,1155678,75.7,75.7
2021-02-01,대전,"252,313,262 ","847,140,943 ",88.8,4.0,14.1,797130,75.7,75.7
2021-02-01,부산,"662,287,938 ","1,762,335,099 ",91.7,7.2,49.5,1945417,75.7,75.7
2021-02-01,서울,"423,732,610 ","4,134,045,439 ",94.4,2.7,7.1,10198779,75.7,75.7
2021-02-01,울산,"2,274,936,033 ","2,646,795,068 ",92.5,6.5,28.8,10066401,75.7,75.7
