month,region,power_kwh_industry,power_kwh_total,prod_index,temp_avg,precipitation,export_amount,util_rate
2010-01-01,강원,"463,950,773 ","1,480,180,516 ",76.306,-5.9,33.9,82824.0,79.7
2010-01-01,경기,"4,018,117,308 ","8,725,480,264 ",49.87,-4.5,25.4,5975813.0,79.7
2010-01-01,경남,"1,594,246,998 ","2,922,774,089 ",118.283,0.3,23.9,2851941.0,79.7
2010-01-01,경북,"2,544,221,899 ","3,717,347,647 ",126.896,-1.4,17.2,3221839.0,79.7
2010-01-01,광주,"228,905,072 ","712,923,474 ",75.489,0.5,37.1,799712.0,79.7
2010-01-01,대구,"535,847,540 ","1,331,471,928 ",92.576,0.0,15.2,352996.0,79.7
2010-01-01,대전,"256,888,382 ","826,372,244 ",78.518,-2.7,46.4,245949.0,79.7
2010-01-01,부산,"703,567,523 ","1,848,493,050 ",101.268,3.0,37.6,765854.0,79.7
2010-01-01,서울,"507,859,467 ","4,398,185,062 ",113.099,-4.5,29.3,3086619.0,79.7
2010-01-01,울산,"1,899,248,453 ","2,259,609,470 ",100.031,1.5,17.0,4742975.0,79.7
2010-01-01,인천,"1,119,519,137 ","2,016,430,191 ",85.238,-3.2,29.2,1396432.0,79.7
2010-01-01,전남,"1,402,652,316 ","2,233,685,360 ",91.579,1.2,35.2,2225979.0,79.7
2010-01-01,전북,"871,218,726 ","1,707,366,334 ",113.336,-0.9,39.0,632429.0,79.7
2010-01-01,제주,"35,996,407 ","325,800,159 ",107.991,6.4,49.4,9877.0,79.7
2010-01-01,충남,"2,194,112,525 ","3,281,996,780 ",68.505,-2.7,39.4,3661228.0,79.7
2010-01-01,충북,"687,850,854 ","1,402,889,755 ",50.742,-4.6,38.4,682949.0,79.7
2010-02-01,강원,"422,910,243 ","1,382,020,482 ",74.155,0.1,40.1,184341.0,80.0
2010-02-01,경기,"3,835,305,895 ","8,341,902,225 ",48.633,1.1,52.7,11784040.0,80.0
2010-02-01,경남,"1,434,121,423 ","2,719,683,397 ",104.837,3.7,108.2,7708039.0,80.0
2010-02-01,경북,"2,324,041,603 ","3,446,599,974 ",115.589,2.4,70.1,6310913.0,80.0
2010-02-01,광주,"215,264,938 ","682,497,395 ",62.125,4.4,135.8,1449799.0,80.0
2010-02-01,대구,"499,042,196 ","1,269,136,196 ",84.845,3.9,58.1,685597.0,80.0
2010-02-01,대전,"232,372,742 ","778,457,398 ",72.756,2.1,81.5,513966.0,80.0
2010-02-01,부산,"629,206,166 ","1,731,723,660 ",88.993,5.8,91.1,1489340.0,80.0
2010-02-01,서울,"485,747,295 ","4,168,166,985 ",94.527,1.4,55.3,6088022.0,80.0
2010-02-01,울산,"1,693,008,438 ","2,042,581,104 ",91.617,4.4,108.0,10098383.0,80.0
2010-02-01,인천,"986,612,219 ","1,841,773,529 ",76.771,1.7,50.1,2801206.0,80.0
2010-02-01,전남,"1,185,221,320 ","2,005,192,804 ",80.549,4.3,113.0,4502200.0,80.0
2010-02-01,전북,"776,034,987 ","1,592,103,629 ",108.047,3.0,101.4,1464178.0,80.0
2010-02-01,제주,"34,666,998 ","317,412,306 ",77.312,8.3,82.4,16383.0,80.0
2010-02-01,충남,"2,021,569,730 ","3,069,375,103 ",63.596,1.7,69.3,7311750.0,80.0
2010-02-01,충북,"665,107,936 ","1,352,751,837 ",46.908,0.5,71.1,1366662.0,80.0
2010-03-01,강원,"517,990,816 ","1,308,428,331 ",93.606,3.9,66.0,302817.0,80.8
2010-03-01,경기,"3,837,089,474 ","7,574,084,812 ",58.303,4.4,69.1,18975731.0,80.8
2010-03-01,경남,"1,551,544,072 ","2,648,326,701 ",127.497,6.6,101.0,11632561.0,80.8
2010-03-01,경북,"2,496,279,734 ","3,461,751,978 ",137.803,5.4,68.1,10015794.0,80.8
2010-03-01,광주,"228,969,888 ","632,293,273 ",84.338,7.4,76.0,2325890.0,80.8
2010-03-01,대구,"510,144,643 ","1,172,935,384 ",103.462,6.9,59.1,1097770.0,80.8
2010-03-01,대전,"248,296,614 ","716,985,892 ",87.463,5.3,100.1,785238.0,80.8
2010-03-01,부산,"663,632,997 ","1,635,274,457 ",106.77,7.8,132.9,2447578.0,80.8
2010-03-01,서울,"437,905,920 ","3,624,186,139 ",118.219,4.3,82.5,9705447.0,80.8
2010-03-01,울산,"1,874,151,621 ","2,179,708,457 ",104.975,7.0,98.9,16230576.0,80.8
2010-03-01,인천,"1,075,058,124 ","1,797,828,784 ",96.245,5.1,62.9,4499457.0,80.8
2010-03-01,전남,"1,314,054,177 ","2,027,919,786 ",87.691,7.2,117.0,6967189.0,80.8
2010-03-01,전북,"880,213,422 ","1,572,336,887 ",122.59,6.1,71.9,2184825.0,80.8
2010-03-01,제주,"32,566,594 ","284,037,883 ",70.603,10.1,209.6,23939.0,80.8
2010-03-01,충남,"2,235,660,913 ","3,120,347,268 ",76.092,5.1,81.5,11713851.0,80.8
2010-03-01,충북,"756,659,536 ","1,324,497,100 ",56.719,4.0,97.2,2175095.0,80.8
2010-04-01,강원,"534,291,666 ","1,317,499,236 ",104.64,9.3,62.7,420194.0,81.0
2010-04-01,경기,"3,913,331,448 ","7,727,000,519 ",56.786,9.2,60.4,26474246.0,81.0
2010-04-01,경남,"1,564,561,962 ","2,665,254,968 ",128.12,10.6,133.1,16719260.0,81.0
2010-04-01,경북,"2,464,544,776 ","3,431,821,460 ",138.602,10.0,60.7,13593048.0,81.0
2010-04-01,광주,"234,836,737 ","642,842,491 ",87.565,11.2,133.0,3251459.0,81.0
2010-04-01,대구,"521,758,452 ","1,199,556,923 ",103.665,11.5,63.5,1547935.0,81.0
2010-04-01,대전,"245,189,101 ","724,076,303 ",87.635,10.0,88.5,1069521.0,81.0
2010-04-01,부산,"686,466,668 ","1,682,021,766 ",108.04,11.5,146.3,3425288.0,81.0
2010-04-01,서울,"453,669,055 ","3,719,081,676 ",116.909,9.5,62.8,13438053.0,81.0
2010-04-01,울산,"1,856,788,148 ","2,170,164,822 ",109.077,10.8,112.8,22091617.0,81.0
2010-04-01,인천,"1,060,195,060 ","1,825,715,093 ",100.102,9.6,57.3,6370550.0,81.0
2010-04-01,전남,"1,307,291,539 ","2,049,713,749 ",89.951,10.7,160.3,9749434.0,81.0
2010-04-01,전북,"909,756,977 ","1,609,043,230 ",122.59,9.9,88.7,3120615.0,81.0
2010-04-01,제주,"33,806,345 ","300,520,310 ",63.895,12.6,267.7,30355.0,81.0
2010-04-01,충남,"2,197,663,160 ","3,080,578,735 ",73.117,9.2,63.0,16071378.0,81.0
2010-04-01,충북,"781,838,508 ","1,352,257,744 ",57.113,9.0,67.7,3011819.0,81.0
2010-05-01,강원,"552,798,158 ","1,185,528,588 ",99.123,16.8,90.9,541811.0,80.6
2010-05-01,경기,"3,783,500,887 ","7,156,766,543 ",55.717,16.5,118.0,33816254.0,80.6
2010-05-01,경남,"1,513,212,358 ","2,453,565,833 ",126.377,17.6,148.8,21590117.0,80.6
2010-05-01,경북,"2,481,245,509 ","3,301,948,925 ",134.477,17.3,118.6,17118170.0,80.6
2010-05-01,광주,"229,760,653 ","603,934,866 ",92.45,18.6,99.0,4183686.0,80.6
2010-05-01,대구,"495,237,278 ","1,100,160,550 ",102.037,19.4,97.5,1994100.0,80.6
2010-05-01,대전,"243,102,131 ","664,428,926 ",86.087,17.8,117.6,1344461.0,80.6
2010-05-01,부산,"675,230,003 ","1,571,564,849 ",108.357,17.2,186.8,4695818.0,80.6
2010-05-01,서울,"425,767,718 ","3,426,949,233 ",116.433,17.2,124.0,17343291.0,80.6
2010-05-01,울산,"1,922,022,761 ","2,200,352,712 ",105.923,17.6,137.3,27909032.0,80.6
2010-05-01,인천,"1,021,795,000 ","1,707,125,807 ",96.434,16.1,104.9,8112633.0,80.6
2010-05-01,전남,"1,361,314,765 ","1,991,206,047 ",88.053,17.3,144.0,12248142.0,80.6
2010-05-01,전북,"934,185,364 ","1,523,155,311 ",123.792,17.6,98.7,3933899.0,80.6
2010-05-01,제주,"33,078,396 ","275,116,788 ",70.194,17.8,71.8,36577.0,80.6
2010-05-01,충남,"2,230,722,379 ","2,956,872,349 ",72.968,16.6,126.0,20554244.0,80.6
2010-05-01,충북,"787,121,951 ","1,244,852,523 ",57.902,16.8,112.9,3850464.0,80.6
2010-06-01,강원,"555,653,248 ","1,114,450,982 ",100.432,22.4,57.3,674867.0,80.7
2010-06-01,경기,"3,871,397,578 ","7,152,029,362 ",59.203,22.5,142.7,41439640.0,80.7
2010-06-01,경남,"1,540,337,100 ","2,429,359,645 ",129.24,22.7,54.1,28209677.0,80.7
2010-06-01,경북,"2,497,242,245 ","3,283,157,565 ",134.477,22.4,26.7,20580150.0,80.7
2010-06-01,광주,"240,557,508 ","605,547,931 ",98.256,23.7,70.6,5193934.0,80.7
2010-06-01,대구,"508,892,968 ","1,119,186,165 ",103.564,24.8,35.9,2441298.0,80.7
2010-06-01,대전,"255,077,704 ","684,218,576 ",91.075,23.4,65.6,1674584.0,80.7
2010-06-01,부산,"666,724,163 ","1,560,177,572 ",111.954,22.0,94.4,5802367.0,80.7
2010-06-01,서울,"452,723,931 ","3,729,030,575 ",120.123,23.4,127.6,21538661.0,80.7
2010-06-01,울산,"1,892,292,651 ","2,165,891,965 ",107.92,22.2,40.1,34441446.0,80.7
2010-06-01,인천,"1,026,385,281 ","1,728,905,632 ",99.067,21.9,200.2,9831949.0,80.7
2010-06-01,전남,"1,323,884,070 ","1,920,409,337 ",89.409,22.1,101.7,14644079.0,80.7
2010-06-01,전북,"937,366,592 ","1,488,036,407 ",124.393,22.9,33.1,4969909.0,80.7
2010-06-01,제주,"34,397,726 ","271,052,152 ",94.655,21.6,287.5,42193.0,80.7
2010-06-01,충남,"2,263,942,677 ","2,927,178,875 ",77.134,22.2,58.3,25146946.0,80.7
2010-06-01,충북,"786,376,044 ","1,195,450,454 ",58.297,22.3,47.3,4690045.0,80.7
2010-07-01,강원,"519,317,358 ","1,055,940,209 ",93.98,25.2,178.4,794366.0,80.9
2010-07-01,경기,"4,070,133,169 ","7,589,292,405 ",59.034,25.3,255.4,49163491.0,80.9
2010-07-01,경남,"1,610,841,557 ","2,550,148,689 ",128.742,25.4,400.3,32691709.0,80.9
2010-07-01,경북,"2,517,123,446 ","3,324,998,607 ",132.217,25.5,155.8,24230129.0,80.9
2010-07-01,광주,"261,264,006 ","667,138,264 ",99.178,26.3,453.0,6279836.0,80.9
2010-07-01,대구,"528,604,947 ","1,202,681,524 ",104.581,26.7,247.8,2911913.0,80.9
2010-07-01,대전,"274,716,799 ","748,172,657 ",91.075,25.7,223.1,1976248.0,80.9
2010-07-01,부산,"713,424,147 ","1,675,050,097 ",107.933,25.2,291.9,6911542.0,80.9
2010-07-01,서울,"488,932,006 ","4,219,591,862 ",117.385,25.8,239.2,25459204.0,80.9
2010-07-01,울산,"1,924,827,865 ","2,218,722,900 ",105.081,25.4,266.8,40642326.0,80.9
2010-07-01,인천,"1,003,373,823 ","1,766,596,776 ",96.621,24.7,275.4,11681870.0,80.9
2010-07-01,전남,"1,384,800,462 ","1,998,947,029 ",92.121,25.3,319.4,17291630.0,80.9
2010-07-01,전북,"933,036,552 ","1,493,113,875 ",125.594,26.3,294.0,6014535.0,80.9
2010-07-01,제주,"35,115,207 ","286,859,596 ",72.894,25.9,285.0,48639.0,80.9
2010-07-01,충남,"2,394,448,509 ","3,055,242,325 ",76.018,25.4,311.0,30044966.0,80.9
2010-07-01,충북,"816,510,631 ","1,230,565,636 ",59.481,25.0,201.4,5602954.0,80.9
2010-08-01,강원,"486,324,103 ","1,088,438,530 ",88.837,25.9,374.0,906958.0,78.9
2010-08-01,경기,"4,029,008,403 ","7,961,583,515 ",54.593,26.3,452.3,56120916.0,78.9
2010-08-01,경남,"1,507,358,957 ","2,600,386,684 ",116.166,27.4,292.0,36549076.0,78.9
2010-08-01,경북,"2,482,114,350 ","3,409,046,855 ",129.157,26.9,291.7,27900976.0,78.9
2010-08-01,광주,"248,354,460 ","697,066,016 ",87.288,28.1,337.6,7178294.0,78.9
2010-08-01,대구,"509,440,285 ","1,284,747,109 ",94.204,28.7,396.0,3308259.0,78.9
2010-08-01,대전,"263,421,503 ","800,783,203 ",80.841,27.1,376.4,2247531.0,78.9
2010-08-01,부산,"668,878,119 ","1,797,006,061 ",101.585,27.9,165.3,7723994.0,78.9
2010-08-01,서울,"520,639,115 ","4,646,112,549 ",115.719,26.5,598.7,29222945.0,78.9
2010-08-01,울산,"1,942,977,335 ","2,290,021,952 ",100.242,27.8,114.5,45780318.0,78.9
2010-08-01,인천,"999,816,006 ","1,861,367,943 ",90.412,26.1,485.1,13337039.0,78.9
2010-08-01,전남,"1,404,738,127 ","2,114,592,150 ",90.403,27.3,376.1,19673533.0,78.9
2010-08-01,전북,"916,703,207 ","1,551,165,846 ",107.567,27.7,549.0,6769462.0,78.9
2010-08-01,제주,"36,844,136 ","331,374,566 ",69.866,28.6,359.4,55944.0,78.9
2010-08-01,충남,"2,339,092,306 ","3,089,937,503 ",75.125,26.7,504.5,34980212.0,78.9
2010-08-01,충북,"793,000,929 ","1,258,211,043 ",55.873,26.3,395.0,6470855.0,78.9
2010-09-01,강원,"475,862,246 ","1,058,863,604 ",87.341,20.1,448.8,1036108.0,79.2
2010-09-01,경기,"3,937,083,799 ","7,659,699,103 ",55.38,21.8,526.3,63159894.0,79.2
2010-09-01,경남,"1,519,738,319 ","2,594,084,577 ",116.043,22.6,261.4,41790832.0,79.2
2010-09-01,경북,"2,470,911,811 ","3,374,541,031 ",127.694,21.3,179.8,31794674.0,79.2
2010-09-01,광주,"245,016,831 ","692,544,129 ",94.293,23.6,139.7,8142800.0,79.2
2010-09-01,대구,"513,847,311 ","1,267,503,159 ",99.088,23.3,160.5,3740362.0,79.2
2010-09-01,대전,"256,426,495 ","770,732,367 ",82.045,21.9,250.5,2550835.0,79.2
2010-09-01,부산,"682,831,921 ","1,806,225,644 ",102.113,24.1,182.5,8829905.0,79.2
2010-09-01,서울,"490,443,316 ","4,296,099,301 ",123.575,21.8,671.5,32914038.0,79.2
2010-09-01,울산,"1,913,819,747 ","2,260,643,804 ",103.924,22.7,182.0,51446281.0,79.2
2010-09-01,인천,"990,425,246 ","1,807,584,826 ",91.259,22.1,454.1,15073163.0,79.2
2010-09-01,전남,"1,389,027,377 ","2,098,805,519 ",89.499,23.3,154.4,22327911.0,79.2
2010-09-01,전북,"921,481,694 ","1,553,448,903 ",114.418,23.1,105.4,7596078.0,79.2
2010-09-01,제주,"36,497,643 ","317,709,702 ",65.449,24.9,171.0,63625.0,79.2
2010-09-01,충남,"2,289,367,947 ","3,023,040,993 ",73.861,21.8,238.4,39780665.0,79.2
2010-09-01,충북,"742,380,040 ","1,200,020,774 ",55.197,20.8,277.8,7390023.0,79.2
2010-10-01,강원,"546,945,649 ","1,116,696,117 ",101.18,12.7,32.4,1188504.0,80.4
2010-10-01,경기,"3,666,460,064 ","6,868,325,426 ",58.247,14.3,26.6,70588271.0,80.4
2010-10-01,경남,"1,546,328,781 ","2,428,098,545 ",130.735,15.6,55.1,47513470.0,80.4
2010-10-01,경북,"2,572,758,482 ","3,351,073,682 ",139.266,14.5,34.8,36296721.0,80.4
2010-10-01,광주,"239,456,487 ","605,232,612 ",107.382,15.7,42.0,9266084.0,80.4
2010-10-01,대구,"485,598,168 ","1,080,432,558 ",108.956,16.4,41.8,4205414.0,80.4
2010-10-01,대전,"253,790,590 ","668,363,286 ",90.902,14.2,17.9,2857728.0,80.4
2010-10-01,부산,"679,190,903 ","1,571,373,243 ",112.061,18.2,72.6,9972891.0,80.4
2010-10-01,서울,"404,177,235 ","3,441,545,246 ",130.957,14.5,25.6,37075262.0,80.4
2010-10-01,울산,"1,897,087,097 ","2,168,810,093 ",109.394,16.6,38.5,58240535.0,80.4
2010-10-01,인천,"1,012,564,725 ","1,690,610,816 ",102.36,15.1,29.0,17026128.0,80.4
2010-10-01,전남,"1,489,483,989 ","2,098,911,951 ",95.105,15.9,45.0,25063947.0,80.4
2010-10-01,전북,"956,908,263 ","1,493,322,979 ",126.316,14.8,38.5,8494011.0,80.4
2010-10-01,제주,"34,441,978 ","270,423,330 ",77.148,18.6,122.7,72622.0,80.4
2010-10-01,충남,"2,406,408,301 ","3,057,185,822 ",80.109,13.7,21.1,44775162.0,80.4
2010-10-01,충북,"767,231,028 ","1,180,986,718 ",58.579,12.9,22.3,8340779.0,80.4
2010-11-01,강원,"567,036,330 ","1,297,574,483 ",102.022,4.5,20.2,1328864.0,80.6
2010-11-01,경기,"4,160,647,787 ","7,866,011,029 ",58.866,6.5,14.3,77874300.0,80.6
2010-11-01,경남,"1,614,499,899 ","2,623,316,982 ",131.482,7.8,7.3,52241291.0,80.6
2010-11-01,경북,"2,548,342,700 ","3,475,894,848 ",140.33,7.0,7.6,40779910.0,80.6
2010-11-01,광주,"248,073,861 ","632,720,509 ",112.451,8.4,7.4,10477505.0,80.6
2010-11-01,대구,"527,043,167 ","1,164,841,167 ",111.092,8.6,1.7,4674948.0,80.6
2010-11-01,대전,"252,871,640 ","705,396,920 ",89.097,6.9,16.4,3188905.0,80.6
2010-11-01,부산,"698,982,885 ","1,616,401,795 ",107.299,11.3,2.0,11060293.0,80.6
2010-11-01,서울,"444,264,960 ","3,603,220,198 ",129.29,6.5,10.9,41127364.0,80.6
2010-11-01,울산,"1,924,093,826 ","2,219,653,529 ",110.866,9.0,15.5,64648449.0,80.6
2010-11-01,인천,"1,057,505,345 ","1,802,665,620 ",95.68,7.7,13.4,18986148.0,80.6
2010-11-01,전남,"1,436,538,430 ","2,163,915,427 ",93.387,8.6,9.9,27583417.0,80.6
2010-11-01,전북,"944,353,193 ","1,608,650,382 ",123.191,8.0,18.2,9432811.0,80.6
2010-11-01,제주,"37,128,768 ","286,959,034 ",107.255,12.9,2.2,84502.0,80.6
2010-11-01,충남,"2,386,820,801 ","3,241,291,110 ",78.918,6.6,16.1,49435451.0,80.6
2010-11-01,충북,"793,598,875 ","1,308,013,531 ",59.424,5.1,15.6,9314285.0,80.6
2010-12-01,강원,"574,760,250 ","1,442,405,574 ",100.619,-2.6,21.3,1509464.0,82.4
2010-12-01,경기,"4,308,334,440 ","8,452,698,417 ",60.103,-0.9,19.6,85706475.0,82.4
2010-12-01,경남,"1,723,281,823 ","2,914,221,580 ",136.711,2.2,29.0,58379529.0,82.4
2010-12-01,경북,"2,696,892,787 ","3,749,625,552 ",139.798,0.9,25.0,44936988.0,82.4
2010-12-01,광주,"254,663,515 ","685,315,971 ",105.17,2.5,41.9,11581353.0,82.4
2010-12-01,대구,"558,686,284 ","1,287,342,889 ",112.618,2.0,27.4,5193234.0,82.4
2010-12-01,대전,"265,119,330 ","779,416,973 ",94.342,0.1,35.7,3546293.0,82.4
2010-12-01,부산,"734,128,043 ","1,768,369,371 ",113.436,5.2,38.5,12374168.0,82.4
2010-12-01,서울,"470,550,165 ","4,022,923,955 ",132.505,-1.3,16.1,45348219.0,82.4
2010-12-01,울산,"2,009,072,400 ","2,339,538,493 ",113.18,3.3,30.2,71383632.0,82.4
2010-12-01,인천,"1,134,228,515 ","1,980,971,983 ",98.597,0.1,16.1,21022046.0,82.4
2010-12-01,전남,"1,570,039,261 ","2,356,634,920 ",97.093,3.3,40.2,30415952.0,82.4
2010-12-01,전북,"1,008,553,064 ","1,757,329,583 ",130.643,1.7,50.2,10504847.0,82.4
2010-12-01,제주,"36,889,562 ","307,358,625 ",104.555,8.0,80.7,98042.0,82.4
2010-12-01,충남,"2,550,572,834 ","3,492,195,392 ",77.208,0.2,32.3,54053981.0,82.4
2010-12-01,충북,"806,225,789 ","1,425,515,834 ",60.383,-1.5,26.5,10329539.0,82.4
2011-01-01,강원,"543,621,151 ","1,582,161,029 ",89.866,-9.3,4.8,144478.0,84.0
2011-01-01,경기,"4,563,549,970 ","9,555,284,231 ",56.954,-7.0,9.4,7012940.0,84.0
2011-01-01,경남,"1,780,443,351 ","3,190,182,822 ",127.497,-2.7,1.7,7831787.0,84.0
2011-01-01,경북,"2,806,355,192 ","4,038,390,061 ",135.409,-3.9,6.8,4283388.0,84.0
2011-01-01,광주,"262,589,820 ","757,196,847 ",103.97,-3.4,7.4,1102175.0,84.0
2011-01-01,대구,"583,626,133 ","1,418,811,559 ",109.159,-2.5,1.0,457789.0,84.0
2011-01-01,대전,"278,970,115 ","877,247,855 ",87.548,-5.7,4.0,330362.0,84.0
2011-01-01,부산,"780,308,955 ","1,976,058,494 ",104.23,-0.7,0.0,1200557.0,84.0
2011-01-01,서울,"506,802,330 ","4,562,630,760 ",128.577,-7.2,8.9,3812331.0,84.0
2011-01-01,울산,"2,045,294,980 ","2,424,031,605 ",114.232,-1.9,10.5,6651425.0,84.0
2011-01-01,인천,"1,181,149,003 ","2,160,416,594 ",94.552,-5.6,7.0,1938016.0,84.0
2011-01-01,전남,"1,542,186,129 ","2,439,024,058 ",97.184,-2.2,3.9,2968772.0,84.0
2011-01-01,전북,"1,056,233,628 ","1,936,355,398 ",127.878,-5.0,6.9,993119.0,84.0
2011-01-01,제주,"37,629,993 ","349,746,849 ",87.538,3.2,10.4,8612.0,84.0
2011-01-01,충남,"2,620,423,904 ","3,756,167,199 ",76.762,-5.9,6.7,4733094.0,84.0
2011-01-01,충북,"771,835,059 ","1,515,803,357 ",58.635,-7.4,3.4,996522.0,84.0
2011-02-01,강원,"504,535,587 ","1,520,499,233 ",76.119,-0.5,37.2,269281.0,81.0
2011-02-01,경기,"4,139,403,698 ","8,918,912,718 ",51.444,0.6,36.4,13097911.0,81.0
2011-02-01,경남,"1,548,038,821 ","2,931,866,086 ",108.572,3.4,73.1,12427844.0,81.0
2011-02-01,경북,"2,452,274,608 ","3,657,263,224 ",121.176,2.4,77.8,8199082.0,81.0
2011-02-01,광주,"234,285,379 ","717,292,025 ",85.721,3.1,59.8,2032460.0,81.0
2011-02-01,대구,"530,998,269 ","1,336,666,591 ",96.442,4.2,64.4,857765.0,81.0
2011-02-01,대전,"245,689,234 ","825,822,274 ",74.734,1.8,44.8,640449.0,81.0
2011-02-01,부산,"682,070,319 ","1,837,731,925 ",91.109,6.1,70.9,2160970.0,81.0
2011-02-01,서울,"469,675,461 ","4,264,448,886 ",101.075,1.2,29.1,7433882.0,81.0
2011-02-01,울산,"1,753,003,454 ","2,121,379,759 ",91.933,4.3,76.1,13264893.0,81.0
2011-02-01,인천,"954,218,470 ","1,883,871,919 ",81.286,1.4,32.5,3669694.0,81.0
2011-02-01,전남,"1,356,725,977 ","2,252,040,328 ",88.956,3.4,70.2,6149236.0,81.0
2011-02-01,전북,"957,151,632 ","1,841,244,474 ",109.249,1.7,59.1,1859681.0,81.0
2011-02-01,제주,"34,707,349 ","341,807,159 ",74.776,8.0,34.6,15177.0,81.0
2011-02-01,충남,"2,324,695,894 ","3,454,455,513 ",68.877,0.8,49.7,8953549.0,81.0
2011-02-01,충북,"685,015,498 ","1,419,844,293 ",50.46,0.5,45.7,1900904.0,81.0
2011-03-01,강원,"611,321,099 ","1,420,666,319 ",106.23,2.9,21.3,433520.0,82.2
2011-03-01,경기,"4,242,080,316 ","8,206,231,188 ",61.508,3.6,14.9,20979056.0,82.2
2011-03-01,경남,"1,726,366,805 ","2,874,489,072 ",135.216,6.0,25.2,18412755.0,82.2
2011-03-01,경북,"2,761,077,601 ","3,754,792,217 ",141.794,5.3,16.7,12392328.0,82.2
2011-03-01,광주,"253,830,694 ","672,951,794 ",106.551,5.3,23.1,3233275.0,82.2
2011-03-01,대구,"554,154,840 ","1,234,507,849 ",118.315,7.0,16.5,1402533.0,82.2
2011-03-01,대전,"268,408,975 ","757,165,076 ",91.504,4.5,19.0,986186.0,82.2
2011-03-01,부산,"717,114,001 ","1,704,631,922 ",113.86,7.4,31.2,3443766.0,82.2
2011-03-01,서울,"438,255,487 ","3,736,363,098 ",129.528,3.6,14.6,12021233.0,82.2
2011-03-01,울산,"1,987,663,412 ","2,302,130,062 ",113.391,6.7,18.5,21800452.0,82.2
2011-03-01,인천,"1,128,078,399 ","1,925,527,641 ",102.455,4.2,14.5,5935342.0,82.2
2011-03-01,전남,"1,477,477,236 ","2,249,390,991 ",102.246,5.4,32.5,10034979.0,82.2
2011-03-01,전북,"1,091,397,332 ","1,823,950,235 ",134.849,4.3,22.7,2980966.0,82.2
2011-03-01,제주,"34,451,418 ","301,594,949 ",79.602,8.6,62.0,22935.0,82.2
2011-03-01,충남,"2,580,856,518 ","3,520,809,722 ",80.555,3.6,23.3,13825487.0,82.2
2011-03-01,충북,"841,978,116 ","1,434,985,777 ",66.528,3.3,25.1,3080957.0,82.2
2011-04-01,강원,"601,744,447 ","1,361,937,552 ",103.706,10.0,140.7,593489.0,80.6
2011-04-01,경기,"4,162,320,590 ","7,992,730,465 ",59.034,10.0,128.8,28476978.0,80.6
2011-04-01,경남,"1,666,626,674 ","2,770,641,262 ",131.482,12.5,118.5,23774679.0,80.6
2011-04-01,경북,"2,739,790,422 ","3,697,094,053 ",141.395,11.9,91.2,16699598.0,80.6
2011-04-01,광주,"251,017,754 ","669,154,406 ",102.312,12.2,103.0,4323356.0,80.6
2011-04-01,대구,"545,762,659 ","1,216,587,388 ",109.566,13.7,104.5,1949110.0,80.6
2011-04-01,대전,"258,962,605 ","739,750,025 ",80.926,11.6,71.0,1328052.0,80.6
2011-04-01,부산,"725,972,474 ","1,709,301,496 ",110.897,13.1,100.0,4614947.0,80.6
2011-04-01,서울,"441,509,290 ","3,682,652,193 ",118.575,10.7,110.1,16816764.0,80.6
2011-04-01,울산,"2,016,639,098 ","2,326,725,823 ",115.284,12.6,83.6,32013647.0,80.6
2011-04-01,인천,"1,085,669,851 ","1,859,019,751 ",101.419,10.0,127.6,8276103.0,80.6
2011-04-01,전남,"1,538,211,092 ","2,310,755,677 ",96.641,11.6,111.3,13707701.0,80.6
2011-04-01,전북,"1,058,109,901 ","1,764,515,506 ",129.32,11.2,80.4,3980353.0,80.6
2011-04-01,제주,"35,604,228 ","314,060,410 ",71.994,13.7,99.9,31286.0,80.6
2011-04-01,충남,"2,511,309,135 ","3,395,468,737 ",76.911,10.2,100.9,18693766.0,80.6
2011-04-01,충북,"846,487,305 ","1,405,589,164 ",67.262,10.5,122.8,4242666.0,80.6
2011-05-01,강원,"616,765,922 ","1,245,616,959 ",104.828,17.0,107.5,754129.0,80.6
2011-05-01,경기,"4,044,865,785 ","7,414,136,449 ",60.553,16.8,71.5,36090808.0,80.6
2011-05-01,경남,"1,618,455,129 ","2,557,897,282 ",131.232,17.6,139.5,29085315.0,80.6
2011-05-01,경북,"2,774,083,674 ","3,589,586,628 ",140.995,17.0,151.6,21027690.0,80.6
2011-05-01,광주,"242,256,682 ","615,841,037 ",99.639,19.0,142.9,5444182.0,80.6
2011-05-01,대구,"525,182,637 ","1,126,410,940 ",109.057,18.8,156.8,2500466.0,80.6
2011-05-01,대전,"258,973,170 ","685,169,832 ",86.774,18.1,162.0,1671474.0,80.6
2011-05-01,부산,"672,320,418 ","1,560,038,785 ",108.251,17.3,170.0,5860416.0,80.6
2011-05-01,서울,"401,023,842 ","3,425,701,754 ",111.075,17.9,53.4,21474532.0,80.6
2011-05-01,울산,"2,054,365,328 ","2,330,603,217 ",111.918,17.2,114.8,41275985.0,80.6
2011-05-01,인천,"1,049,007,623 ","1,748,862,603 ",100.102,16.8,44.2,10450958.0,80.6
2011-05-01,전남,"1,433,386,420 ","2,075,964,043 ",97.003,17.7,124.6,16937557.0,80.6
2011-05-01,전북,"1,107,277,627 ","1,691,074,784 ",128.72,18.3,110.5,5225121.0,80.6
2011-05-01,제주,"33,610,106 ","283,081,133 ",75.593,18.5,95.8,38357.0,80.6
2011-05-01,충남,"2,613,291,814 ","3,337,919,259 ",81.002,17.3,113.7,23715343.0,80.6
